"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433,17.5197107933433
18.1689235521274,19.6313108897528,23.3120910343693,17.2564068801895,15.6239447949304,17.1277571834224,17.9356212619383,21.1180028516794,19.5851825687598,24.968554716249,20.6238370879517,18.0169198371389,14.7789023290653,17.5603091385841,18.8926696617109,20.8364222744002,20.2156014837182,16.5236229095066,17.858632806637,14.9418898283157,17.5002235431007,16.6367920821401,16.2733133621593,17.7346208397205,18.9146691157668,15.0365995843287,17.7734412175563,14.7118734117515,22.2438248403611,20.2659287765289,14.8365449870874,18.241056161377,21.3832446051418,21.6024898181396,21.9553574295594,17.703961804885,16.737269463069,20.2643824374702,16.5132390990842,16.7768525417743,15.109569209627,17.026948931564,18.6254193342768,16.8487271057446,17.186500369651,18.8191273995961,20.4038258830007,19.5545819095053,15.8158852231076,18.234593474045
17.6691831376269,17.6550844908779,16.7085130863078,16.1293661532016,17.013058312276,15.5606113991401,15.4072045870765,14.9159987885717,15.7130774538132,16.674640064055,15.8913053220137,17.2333147803899,17.087054492153,15.4155075561308,16.4891135634588,16.1023364612541,15.3859379681967,18.6753060694504,14.1768970551177,16.3581303123726,15.2101182678279,17.8000677601433,16.9480822456802,17.8838862314282,18.963903887607,15.7855999706284,14.9095101924312,18.5896221469717,15.3131811661928,16.2235001292519,15.3310341297132,14.420283707182,17.9285421647565,16.6974838748286,13.843926894553,17.7347743573517,16.5530301340286,20.2842885651361,14.8629899413644,15.669820234349,17.8077635521924,14.6767833813646,17.9039208102901,17.5555901223488,16.9363091812275,15.7156046390845,17.0611153677004,19.3071229543447,19.883746806832,15.2898568144474
14.2332090976364,13.306635510466,16.2945339004162,14.7883715482829,15.1789357485368,13.9785496368021,15.0294047824275,13.9778872541985,14.958558293447,16.2544395992621,16.8355177220501,13.2680467287649,14.2557331924971,18.6565047926214,13.7622584971667,14.3880824664859,13.6295056558893,14.5827271281354,17.1373461259967,15.3830624037925,16.68823879331,16.7363941072414,14.3853851263213,16.9420151304019,12.1438543187861,14.798897522412,15.0883569606632,15.0339488170741,14.4343068283269,13.9327140878494,14.1362475897716,15.5116372519596,15.7668461905316,14.3941310261206,14.3677190986368,17.2225687800422,14.723410408826,15.2785515222203,15.042462826971,16.4561490552631,14.1332394802453,16.614159285305,16.627265687297,14.9560930248326,15.8329758124012,14.6198816655074,16.215683776758,14.3078888556565,15.8760130693501,16.2672198619109
13.2895488546275,13.9662529161583,15.6447175117283,14.227659594441,14.1071631224372,15.4750736206697,14.5866748602904,13.9460508239239,16.4714187845999,13.4454556885885,13.5647642760922,13.8297211497139,15.4816111190868,14.294914435117,15.3963533542945,14.831745127281,15.1684575704633,15.3622523830267,15.3600824616446,16.3232966198593,13.4205387195519,13.4885664634753,14.6859445082918,15.7779806158459,16.1246018773385,13.3400414664928,14.7641504394772,14.7821589525162,14.3424658057951,15.6437410438388,14.7414478534393,15.6229866637798,14.6463883535509,15.7846124150315,14.4226065449254,15.9176237927275,14.7398163515644,14.795412428852,17.8680464431474,13.5587542158579,15.7520426254831,15.3820321281377,14.3552524223145,14.3125656720901,13.9756363605741,13.7109702397523,15.6676620164765,14.9856455203148,14.6529638356611,14.6562472281316
14.782437837515,13.5543953496994,14.8139560410222,14.3783517283175,15.7103524192271,15.2522390845149,13.7534920229156,14.2688518896273,14.7166200131905,16.1787188302738,15.6135125147865,15.7166331776246,14.5696370355002,14.9764820266149,14.0726339132065,15.1863530504738,14.5351391625869,14.0890635338532,13.8089745053097,15.4901134678697,14.5149313251165,14.9832493531118,15.0039338860559,16.1169667283211,14.7456437901268,14.6610565377304,15.1839105224209,15.4496131747721,14.5395035321852,13.9245171169357,13.8754983116717,14.6753429252694,15.8409258078646,15.3811496240106,14.8876434861302,14.6961412078188,14.1844347723937,15.0212737131491,14.834132113645,14.4400840890187,14.4641525683841,14.8310792301505,16.4695132199317,15.1194141119985,14.7844912156179,14.8263554345426,14.3594944196721,14.3654852255295,15.0758095881319,13.9843955187368
15.5176282279649,14.1486745075793,14.812238172333,15.4589762300871,14.7029039654071,13.6875943444832,14.4880784883922,14.6195152733985,14.7908706529374,14.0944515581718,14.6114259934877,14.9298991085652,14.1120919494685,14.2887109920285,14.6689043249259,13.9226145644927,14.6998290166409,16.0465078553445,14.4026358579742,14.9863018614039,15.17351142526,14.6319780144573,13.9715473212686,14.4627594681093,14.0911244531474,14.5797801315813,13.9786636514394,14.4160273919705,14.4403510451411,14.7212229581518,13.9695832996347,14.1061115294125,14.929955709508,13.5789257028222,14.5169299251942,14.6918440412467,14.1318777249866,14.7726559156777,14.4390442855147,14.0637404319097,14.6731632372735,14.8013446955707,15.2768573626222,14.5263972765497,14.8534131445276,14.3607082810672,16.1024742501846,15.1069781997355,15.1482275273005,15.0476152292431
14.491707623158,15.1204992381645,14.2591822886144,14.0053848987674,14.6627910073529,14.7368854531983,15.7412380943407,14.3390283296242,15.1444942558477,15.0449482457982,13.4432255421256,15.3617832509558,15.5456980114686,14.4738483565934,14.6678744454124,14.3361478935814,14.4732341339294,14.050784830627,13.9506702388781,13.8696668815021,14.0518862273551,14.7147989610217,14.5542740701518,15.4115267351141,13.4528045677382,14.5013869014732,14.3755410238335,15.3422434185048,14.4198559828298,14.789553329003,14.1001641650462,13.904373624949,14.1450153620572,15.449188211556,14.2757017511369,13.9582644454728,14.9614977160367,13.6167625148519,14.7782204924188,14.3454053418308,14.7369446663807,14.4422249870665,14.0369435427217,14.6751922878813,14.0557935657648,14.5868222455955,15.0666173252439,15.3690797158886,13.6341635052356,14.2618938030788
14.7029912781524,14.2859199869183,14.0387387489112,14.5621897483209,14.8457074038852,15.1777293012071,14.8653900935106,14.5218183888807,14.5553628244068,14.3944423803565,15.1678204963754,14.1349627452793,14.6893195183557,14.39391611791,14.3760003526225,13.7411535993302,14.3451197365195,14.3401231841023,14.7425989201071,14.8010358920701,13.8932004247444,13.9729957878148,14.9514957330077,14.9313123682649,14.6400150836417,14.8313519384181,14.0073812935655,14.9732837426299,14.3126208440017,15.0756545391494,14.4846314154972,13.8083740694402,14.2657165751672,14.1551039660592,14.4174315174406,14.2937647881862,14.8775701165244,14.5845478034118,14.4421722079215,14.1401902413593,14.02860431339,14.1957509012933,14.5673231473565,13.5245432162125,14.4963972444069,14.6942810934813,14.3949179856077,14.3193112249183,15.1924059980124,14.1477204108624
14.9312778892982,14.7674786058381,13.9380329083416,14.0975884242822,15.1761822989438,15.0160905614328,14.214605371417,14.0605957758802,14.5675629832065,14.552178999295,14.3501901560201,14.7226619911453,14.6858528869159,13.7719368665046,15.4551979121081,14.2037377936654,14.482339808491,14.2411846028668,15.0501482920471,13.9133324438586,13.8488589585412,14.6370097809873,14.0804040930933,14.3626526654172,13.5373867941926,14.0055546940392,15.1276883461016,14.0538723353515,14.3356967838903,14.8005131808143,15.5493746967791,14.02963407349,14.1799138005006,15.8215380382378,15.0861451971214,13.5353681285585,14.1722686295786,14.8468972363162,14.3311150438997,14.1396136716863,15.098367430183,15.1503310498047,14.5525541598489,13.5156349820666,14.605013261436,14.4399664966202,14.5648345740012,14.2439124381834,15.1997036697164,14.6778080242711
