"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
14.714632637262,14.4232498088995,14.3755460392257,14.6902383461039,14.6290495117031,14.7304068498639,15.3158908925293,13.9686756379554,13.9275211737888,13.7243448028068,14.4723081940558,14.7760714267643,14.7215752099022,15.3609401869212,14.2204694128488,13.9013836767236,14.6510597620187,14.6437288702371,14.4882465677339,14.6245872474575,14.0834570312231,14.2965073894446,13.8080528843985,14.6681538881278,14.6872104550772,14.6444052614882,14.158791412466,14.8967070016394,14.4671756163335,15.1449456702365,15.3416576279332,14.8256075005505,14.4796716056862,14.4031801440786,14.6183316731419,14.1881917372214,14.4580537764606,13.9482769387374,14.5678839272836,14.0900710281442,14.4942486397194,14.5700452952365,14.7648576402979,14.8522957802169,13.7989887687524,15.025820474655,14.1247101572963,14.3433361434076,14.2765528484521,14.7789007103672
13.9539183161225,14.6502260339801,14.5079895370595,13.8008332455949,14.2901331186893,14.2522236160471,14.7315580018706,14.5967731601966,15.0956825658594,14.6499869673402,14.0788950671844,14.8407829368865,14.3994539888385,14.4953784805497,14.7515985730793,14.0295584802211,14.5263218481306,14.2135156749063,14.1575482028164,15.2449681863167,14.18751895596,14.2901890133647,14.9366592787437,14.4623949949141,14.417956301827,14.4779239793744,14.1861890890384,14.3851890511684,14.6273084523934,15.102370235915,14.5819845623233,14.0726638059915,14.7833433828058,14.2416733503599,14.7175560324827,14.1804507402465,14.6959843154184,14.5790473531021,14.3139638648997,14.8156908755082,13.8285210414331,13.8368865380012,14.7161491752032,14.9834227977584,14.7307840056227,14.5775224590491,14.9172989947076,14.2944247607885,14.1579163610657,14.7477056892072
14.2315527174632,14.9742268900653,14.7404561906727,14.1905003566446,14.9029533549282,14.3361774629176,14.394785857305,14.5164747438977,14.5726409687963,14.6638417022347,14.1319191409828,14.8536959885829,14.1071042991647,14.0262347965347,14.3957791967576,15.1532358979996,14.8050116282504,14.6326488656099,13.939704838186,14.9631600935083,14.407659379163,14.9030401263914,14.3126880389151,14.4853579701864,14.5012871855346,14.9280608709982,14.8080891975564,14.5337553127348,14.5140923095348,14.030882296359,14.5499283466683,14.5457041629887,14.5501977676802,13.607929215105,14.2870980634378,14.8590916902494,14.493885283407,14.511672140903,14.2473817800202,14.4358318061286,14.0722365875503,14.4476216610386,14.8483019303499,14.5382010655768,14.3002030950066,13.6395983918015,14.7387142192145,14.3566350695096,14.2933169374682,14.1895002153166
14.5783658030368,15.1864774096561,14.6426405171722,15.0188674461972,15.0177412424963,14.0369090459941,15.3290163381757,14.9786718171219,14.5651354483195,14.3650030286497,14.0925208095783,14.0957800943532,14.5938849311243,13.962478006076,14.7967511103468,14.286675050792,14.4331264613735,14.8520862141306,14.3603997160414,14.3389274445898,14.1581288240502,14.3248694909538,15.1164671500929,14.30540005102,15.2994048215922,14.6774531987285,14.2500710785674,14.4156328787752,14.7833552365217,14.7203373861264,14.3387347215584,14.1355473182056,14.4793394961882,14.6306616441488,14.563443306546,14.938972180483,14.1990329792694,14.0914239038048,14.7816586762846,13.9547167510522,15.0535424049724,13.619824097522,14.4351086962727,14.3042521096305,14.9683410850417,14.2838478900073,14.0334223983848,13.9136220365421,14.584575880077,14.6083782232685
14.6853872886026,14.8526859929046,14.3490817978288,14.3939424807865,14.7319431531818,14.4947415067279,14.3995150369041,14.2273970255538,14.6524773255106,13.7660104959638,14.5365490616705,14.2183190124087,14.5385029659974,14.5364109259815,14.2194935057397,14.3352901554471,14.6902015287375,14.8910596790691,14.8564614405455,14.2394453167615,14.8596571974184,14.6074505824637,14.5773630451387,14.2552906559495,14.0579557012026,14.3254294028972,14.3531795360463,14.3881550944641,14.9102530221154,14.4989290829454,14.3093913606091,13.9932560952195,14.7280995941653,14.4471537382514,13.9396648603038,14.6423681344826,14.2801462196436,13.5603621723704,14.2892808228793,13.8761079770395,14.3759367684534,13.9824197463252,14.5709225700472,14.5715267539858,14.8826702702641,14.2728572196094,14.8816081306716,14.0699083454882,14.1708456152947,14.6644175981665
14.4060273694304,14.5601424872282,14.5353389686787,14.7074314192801,14.4987206578412,14.7787009792963,14.5738000186074,15.4573768216883,14.7033537642465,13.9861971012319,14.4686037603816,14.2339974162316,14.94144640722,14.637441151218,14.9677338012014,14.3581208487608,14.0772219130922,14.1467763098074,14.8756517384387,14.1519024721225,14.6532929552209,14.5475935575152,14.9166143951209,13.6614773302057,14.3589874657746,14.6949498434602,14.2383284654578,14.2637556142078,14.1161883884188,14.1908194504838,14.2225082171584,14.8932061152327,14.2755679285119,14.5833291088957,13.8285944443017,15.016375822293,14.3858486184767,14.5067827774798,14.2514798331167,14.4635997161183,14.3384153985267,14.7544355474265,14.4824468505113,14.3036053859745,14.3031303662322,14.244674674936,14.6403689133704,14.5978400067386,14.5644018165496,14.0443144350415
14.1745453661456,14.4863439740162,14.3841988537069,14.71879404428,14.56064963679,13.6744126514967,14.905721643897,14.2057559293394,14.4922282707536,14.1400030136957,14.1885195952561,14.5990762427961,14.2391419984589,13.8768984918966,14.5291420069693,14.4786351317542,14.155558680794,14.8572776071395,13.9806733452963,14.4444789849942,14.3782252393632,14.4108070043774,14.7332862822643,15.2727849066402,14.989572665568,14.6257222232622,14.49337729949,14.897522325012,13.83776163683,14.6740218007984,14.1998501176004,14.6204296823399,14.4628707005282,14.4049012351695,14.5076555016507,13.8895670454877,14.5742499364084,14.9377811074502,14.9182134171408,14.6034532498758,14.589493609594,14.2726610550705,14.5980851509491,14.5912910792841,14.4708496781773,14.4815657246987,14.4599642022918,14.0578430180648,14.2975199597618,14.4051578609261
14.2901734096343,14.0482177139017,14.1039708147972,14.3558953322285,14.4401658026787,14.7344910877072,14.1863410901421,14.6147670747256,14.6997102554285,14.6806722153364,14.6902733905601,14.7651993390862,14.7909509759799,14.3950863349323,14.8413042034636,14.1265631392924,14.8190285407573,14.5141345101656,15.0046779762194,14.5193635716045,14.553216301323,14.0684730644289,14.0428153065678,14.5643522081663,14.3224273572421,14.2260037106683,14.2356291354874,14.6730675782947,14.4868735457549,14.61676980661,14.8067350455274,13.987270494504,14.5292227959459,14.0777788013371,14.4070887997017,14.5682509328654,14.5820885394516,13.8055255022351,14.6473608225938,14.2400134717085,14.5300538160702,14.3506352072603,15.0211886907371,14.6515030690192,14.3607816572546,14.6155274271956,14.5009766397683,14.7431427474518,14.7307924072551,14.5176392122715
14.3087257454632,14.4017782062573,13.8867303720914,14.1048396947628,14.1949858058505,14.1416372138221,14.2597569439736,14.3693213556512,14.307841429967,14.2937498814308,14.4242879861695,14.2132738330945,14.5627009965651,14.6888943610367,14.4293790068494,14.0489760721484,13.8228541640342,14.4337044158285,14.8301269952457,14.5388817150346,14.1130083103442,14.008116473198,14.3935567998143,14.2560096143301,14.6572079113497,14.2852344526833,14.3830538038659,14.3307332765047,14.3567554802719,14.3164181216719,14.5416127149035,14.2253319356038,14.3455747541928,14.4322317747157,14.394080498227,14.5354445261642,14.7355372704217,14.1972765081404,14.2202730841297,14.5012861531492,14.4435771194354,13.8275336201489,14.6624061511078,14.6580873443902,14.1007725795898,14.5783403397008,14.6328175409458,13.9577151512149,14.4442332845398,13.8836095545727
14.4541458473309,14.4853271357484,14.3497541645618,14.6483689572028,14.2478210943749,13.9766280432822,15.0300113900355,14.2332851316861,14.2172431056916,14.5336981551147,14.5569010314519,13.9877885896967,14.5347323624527,14.0133391557377,14.5461855993114,14.31946716882,14.0833900287092,14.6232429623223,14.3820335969282,15.0570966608078,14.6824478210121,14.9007471654682,14.4520618515897,14.4973028594019,14.4405384272553,14.2773143167185,14.2779943892598,14.0742621837083,14.0974381472837,13.4984820539056,14.2294591063264,14.6226175072188,14.3735192124606,14.2527553275278,14.7635012780862,14.3878842508632,14.7659119385233,14.646802482526,14.8204187001772,14.1199547762406,14.1640349192514,15.053209926491,14.1813439438818,14.5764437169509,14.3200838490602,14.2205462559948,14.6584122618386,14.2226995729335,14.5142595585475,15.1756010463747
14.0610784213785,14.4119308811287,14.5816401519064,14.3354104492501,13.9858081862029,14.4512963684079,14.6914559575977,14.3018091770967,14.5506804446457,14.8800664278407,14.3481198068788,14.6859733777669,14.1347548411759,14.5551825927997,14.4820168695189,14.1940199208899,14.4461961961419,14.2634708750283,13.9696584211242,14.597145566156,14.049610753911,14.2729330946827,14.1158683125523,14.2532587384801,14.9497449785183,14.7648801806932,14.4186742781012,14.1547825031119,14.2213386898505,14.3530492398011,14.2526678901274,14.9252541848197,14.557699060754,14.3238100870118,14.5030074142979,14.7083693631171,14.507531286457,14.1037146509419,14.9398520306211,14.1394900688937,14.692665717779,14.179112005903,14.1075593209217,14.0802157730212,14.6955194951184,14.559837972676,14.2945825472039,14.4849341346562,14.3916872507478,15.0825783528558
14.5609940566296,14.5026895496108,14.4392077475311,14.5288051265157,14.9705638780946,13.9463705745498,14.0003103800948,14.4218865000908,14.8530526352928,14.6214115529052,14.4931227263409,13.9517589088777,14.3859220583277,14.2177057875753,14.8729287341078,14.5451129531249,14.0073482235141,14.6467080072263,14.18986587493,14.0808094504561,14.0647313964577,14.0475463832253,14.1679121501309,14.3185006567935,14.1748401977317,14.2078676619657,14.8065686003898,14.3347125980263,14.5469315104966,14.3339665484416,14.5832439243442,14.1922947346522,14.6644646477189,14.7806624509591,15.0939459809271,14.4758785676308,14.3079844616348,14.5148072307857,14.1498278007739,14.6887012266333,14.1194622675445,14.5935433526298,14.4138025666857,14.5056665742934,14.1335727116516,14.5023583316401,14.4496234243656,14.2840698325453,14.3141547181514,14.1735416213631
14.220765311235,14.7713642283697,14.8388061770225,14.3121426144914,14.294403670741,14.0608064987451,14.6050173524761,14.2357862159176,14.552539940566,14.8562116585974,14.6096481847737,14.3222789143994,14.7325524307099,14.4687946255847,14.4319708103441,14.5003352197915,14.5606943795299,13.9485913116149,14.7041678858573,14.4926545681581,14.5935167294505,14.3766178112012,14.1296263321398,14.6485619786464,14.2827793941411,14.1647185191836,14.4601440455136,14.5847526477395,14.4562283476654,14.3581555042236,14.4022053055897,14.0460209513988,14.0496919713951,14.3107056970038,14.0952628380424,14.5585501558694,13.9200481933227,14.5162373687621,14.5545783544236,13.9443087823171,14.9221683119555,14.629990650639,14.3860762064309,14.3782418735714,14.4509070553736,15.1520905315689,14.5471659889148,14.8296494803638,14.0852382482274,14.0400822203964
